cme_id,speed,type,linked_events,start time
2015-12-21T00:00:00-CME-001,268.0,S,,"12/21/2015, 00:00:00"
2015-12-21T01:24:00-CME-001,416.0,S,[{'activityID': '2015-12-21T00:52:00-FLR-001'}],"12/21/2015, 01:24:00"
2015-12-21T06:00:00-CME-001,186.0,S,,"12/21/2015, 06:00:00"
2015-12-21T10:48:00-CME-001,309.0,S,[{'activityID': '2015-12-21T10:09:00-FLR-001'}],"12/21/2015, 10:48:00"
2015-12-21T23:12:00-CME-001,290.0,S,,"12/21/2015, 23:12:00"
2015-12-22T04:00:00-CME-001,363.0,S,,"12/22/2015, 04:00:00"
2015-12-23T01:09:00-CME-001,501.0,C,[{'activityID': '2015-12-23T00:23:00-FLR-001'}],"12/23/2015, 01:09:00"
2015-12-23T03:12:00-CME-001,263.0,S,,"12/23/2015, 03:12:00"
2015-12-23T04:36:00-CME-001,514.0,C,,"12/23/2015, 04:36:00"
2015-12-23T20:24:00-CME-001,650.0,C,,"12/23/2015, 20:24:00"
2015-12-24T06:24:00-CME-001,715.0,C,,"12/24/2015, 06:24:00"
2015-12-28T12:39:00-CME-001,850.0,C,"[{'activityID': '2015-12-28T11:20:00-FLR-001'}, {'activityID': '2015-12-31T00:02:00-IPS-001'}, {'activityID': '2015-12-31T13:30:00-GST-001'}, {'activityID': '2015-12-31T23:52:00-MPC-001'}, {'activityID': '2016-01-02T12:25:00-RBE-001'}]","12/28/2015, 12:39:00"
2015-12-28T18:48:00-CME-001,983.0,C,,"12/28/2015, 18:48:00"
2015-12-30T03:12:00-CME-001,444.0,S,,"12/30/2015, 03:12:00"
2015-12-30T03:24:00-CME-001,193.0,S,,"12/30/2015, 03:24:00"
2016-01-01T23:12:00-CME-001,1588.0,O,"[{'activityID': '2016-01-01T23:00:00-FLR-001'}, {'activityID': '2016-01-02T02:48:00-SEP-001'}, {'activityID': '2016-01-02T04:30:00-SEP-001'}]","01/01/2016, 23:12:00"
2016-01-03T07:12:00-CME-001,598.0,C,,"01/03/2016, 07:12:00"
2016-01-04T00:00:00-CME-001,220.0,S,,"01/04/2016, 00:00:00"
2016-01-04T14:24:00-CME-001,400.0,S,,"01/04/2016, 14:24:00"
2016-01-04T23:54:00-CME-001,360.0,S,,"01/04/2016, 23:54:00"
2016-01-05T01:30:00-CME-001,522.0,C,,"01/05/2016, 01:30:00"
2016-01-05T02:36:00-CME-001,285.0,S,,"01/05/2016, 02:36:00"
2016-01-05T04:36:00-CME-001,530.0,C,,"01/05/2016, 04:36:00"
2016-01-05T10:24:00-CME-001,299.0,S,,"01/05/2016, 10:24:00"
2016-01-06T14:24:00-CME-001,940.0,C,[{'activityID': '2016-01-09T18:00:00-IPS-001'}],"01/06/2016, 14:24:00"
2016-01-07T08:24:00-CME-001,300.0,S,,"01/07/2016, 08:24:00"
2016-01-08T16:30:00-CME-001,662.0,C,,"01/08/2016, 16:30:00"
2016-01-09T14:00:00-CME-001,606.0,C,,"01/09/2016, 14:00:00"
2016-01-10T05:48:00-CME-001,163.0,S,,"01/10/2016, 05:48:00"
2016-01-11T13:36:00-CME-001,170.0,S,,"01/11/2016, 13:36:00"
2016-01-11T17:00:00-CME-001,275.0,S,,"01/11/2016, 17:00:00"
2016-01-12T06:12:00-CME-001,580.0,C,,"01/12/2016, 06:12:00"
2016-01-12T12:24:00-CME-001,318.0,S,,"01/12/2016, 12:24:00"
2016-01-12T21:39:00-CME-001,332.0,S,,"01/12/2016, 21:39:00"
2016-01-13T00:42:00-CME-001,224.0,S,,"01/13/2016, 00:42:00"
2016-01-15T00:00:00-CME-001,483.0,S,"[{'activityID': '2016-01-18T21:00:00-IPS-001'}, {'activityID': '2016-01-21T03:00:00-GST-001'}]","01/15/2016, 00:00:00"
2016-01-16T06:24:00-CME-001,290.0,S,,"01/16/2016, 06:24:00"
2016-01-17T00:00:00-CME-001,297.0,S,,"01/17/2016, 00:00:00"
2016-01-17T06:24:00-CME-001,466.0,S,,"01/17/2016, 06:24:00"
2016-01-19T13:09:00-CME-001,324.0,S,,"01/19/2016, 13:09:00"
2016-01-21T07:00:00-CME-001,351.0,S,,"01/21/2016, 07:00:00"
2016-01-22T19:12:00-CME-001,541.0,C,,"01/22/2016, 19:12:00"
2016-01-24T13:24:00-CME-001,457.0,S,,"01/24/2016, 13:24:00"
2016-01-25T12:14:00-CME-001,250.0,S,,"01/25/2016, 12:14:00"
2016-01-25T20:48:00-CME-001,420.0,S,,"01/25/2016, 20:48:00"
2016-01-26T18:12:00-CME-001,820.0,C,,"01/26/2016, 18:12:00"
2016-01-28T07:24:00-CME-001,555.0,C,,"01/28/2016, 07:24:00"
2016-01-28T12:24:00-CME-001,500.0,C,[{'activityID': '2016-01-28T11:48:00-FLR-001'}],"01/28/2016, 12:24:00"
2016-01-29T21:17:00-CME-001,856.0,C,,"01/29/2016, 21:17:00"
2016-01-30T16:48:00-CME-001,585.0,C,,"01/30/2016, 16:48:00"
2016-01-31T04:00:00-CME-001,220.0,S,,"01/31/2016, 04:00:00"
2016-02-01T06:48:00-CME-001,475.0,S,,"02/01/2016, 06:48:00"
2016-02-01T20:54:00-CME-001,585.0,C,,"02/01/2016, 20:54:00"
2016-02-02T18:48:00-CME-001,140.0,S,,"02/02/2016, 18:48:00"
2016-02-03T10:24:00-CME-001,460.0,S,,"02/03/2016, 10:24:00"
2016-02-03T16:00:00-CME-001,200.0,S,,"02/03/2016, 16:00:00"
2016-02-05T21:12:00-CME-001,364.0,S,[{'activityID': '2016-02-11T15:54:00-IPS-001'}],"02/05/2016, 21:12:00"
2016-02-07T03:48:00-CME-001,332.0,S,,"02/07/2016, 03:48:00"
2016-02-08T00:00:00-CME-001,393.0,S,,"02/08/2016, 00:00:00"
2016-02-08T05:36:00-CME-001,428.0,S,,"02/08/2016, 05:36:00"
2016-02-08T23:54:00-CME-001,350.0,S,,"02/08/2016, 23:54:00"
2016-02-09T03:24:00-CME-001,600.0,C,,"02/09/2016, 03:24:00"
2016-02-09T06:48:00-CME-001,550.0,C,,"02/09/2016, 06:48:00"
2016-02-09T19:48:00-CME-001,450.0,S,,"02/09/2016, 19:48:00"
2016-02-11T18:00:00-CME-001,,NA,,"02/11/2016, 18:00:00"
2016-02-11T21:28:00-CME-001,450.0,S,"[{'activityID': '2016-02-11T20:18:00-FLR-001'}, {'activityID': '2016-02-15T05:15:00-IPS-001'}]","02/11/2016, 21:28:00"
2016-02-13T00:00:00-CME-001,193.0,S,,"02/13/2016, 00:00:00"
2016-02-13T22:54:00-CME-001,274.0,S,,"02/13/2016, 22:54:00"
2016-02-16T19:36:00-CME-001,285.0,S,,"02/16/2016, 19:36:00"
2016-02-17T06:24:00-CME-001,680.0,C,,"02/17/2016, 06:24:00"
2016-02-17T17:48:00-CME-001,333.0,S,,"02/17/2016, 17:48:00"
2016-02-18T23:24:00-CME-001,600.0,C,,"02/18/2016, 23:24:00"
2016-02-20T14:24:00-CME-001,925.0,C,,"02/20/2016, 14:24:00"
2016-02-21T12:09:00-CME-001,653.0,C,,"02/21/2016, 12:09:00"
2016-02-24T14:12:00-CME-001,530.0,C,,"02/24/2016, 14:12:00"
2016-02-27T04:39:00-CME-001,597.0,C,,"02/27/2016, 04:39:00"
2016-02-27T05:48:00-CME-001,553.0,C,,"02/27/2016, 05:48:00"
2016-02-29T10:36:00-CME-001,300.0,S,,"02/29/2016, 10:36:00"
2016-03-01T08:48:00-CME-001,575.0,C,,"03/01/2016, 08:48:00"
2016-03-04T09:36:00-CME-001,298.0,S,,"03/04/2016, 09:36:00"
2016-03-06T07:00:00-CME-001,284.0,S,,"03/06/2016, 07:00:00"
2016-03-07T01:30:00-CME-001,360.0,S,,"03/07/2016, 01:30:00"
2016-03-08T12:22:00-CME-001,307.0,S,,"03/08/2016, 12:22:00"
2016-03-10T15:24:00-CME-001,535.0,C,,"03/10/2016, 15:24:00"
2016-03-10T19:33:00-CME-001,650.0,C,,"03/10/2016, 19:33:00"
2016-03-11T11:54:00-CME-001,392.0,S,,"03/11/2016, 11:54:00"
2016-03-12T00:00:00-CME-001,402.0,S,,"03/12/2016, 00:00:00"
2016-03-12T23:54:00-CME-001,407.0,S,,"03/12/2016, 23:54:00"
2016-03-13T20:36:00-CME-001,579.0,C,,"03/13/2016, 20:36:00"
2016-03-13T23:12:00-CME-001,450.0,S,,"03/13/2016, 23:12:00"
2016-03-14T18:12:00-CME-001,544.0,C,,"03/14/2016, 18:12:00"
2016-03-14T21:12:00-CME-001,165.0,S,,"03/14/2016, 21:12:00"
2016-03-15T06:48:00-CME-002,,NA,,"03/15/2016, 06:48:00"
2016-03-15T06:48:00-CME-001,590.0,C,,"03/15/2016, 06:48:00"
2016-03-16T03:12:00-CME-001,570.0,C,,"03/16/2016, 03:12:00"
2016-03-16T07:00:00-CME-001,670.0,C,[{'activityID': '2016-03-16T06:34:00-FLR-001'}],"03/16/2016, 07:00:00"
2016-03-17T03:24:00-CME-001,219.0,S,,"03/17/2016, 03:24:00"
2016-03-17T12:39:00-CME-001,482.0,S,,"03/17/2016, 12:39:00"
2016-03-17T23:36:00-CME-001,169.0,S,,"03/17/2016, 23:36:00"
2016-03-20T14:00:00-CME-001,350.0,S,,"03/20/2016, 14:00:00"
2016-03-21T15:15:00-CME-001,275.0,S,,"03/21/2016, 15:15:00"
2016-03-21T20:00:00-CME-001,309.0,S,,"03/21/2016, 20:00:00"
2016-03-23T05:00:00-CME-001,503.0,C,[{'activityID': '2016-03-26T23:40:00-IPS-001'}],"03/23/2016, 05:00:00"
2016-03-28T17:09:00-CME-001,395.0,S,,"03/28/2016, 17:09:00"
2016-03-30T13:09:00-CME-001,415.0,S,,"03/30/2016, 13:09:00"
2016-03-31T01:25:00-CME-001,470.0,S,"[{'activityID': '2016-04-02T14:04:00-IPS-001'}, {'activityID': '2016-04-02T22:30:00-GST-001'}]","03/31/2016, 01:25:00"
2016-04-01T12:48:00-CME-001,237.0,S,,"04/01/2016, 12:48:00"
2016-04-02T20:42:00-CME-001,303.0,S,,"04/02/2016, 20:42:00"
2016-04-03T01:25:00-CME-001,280.0,S,,"04/03/2016, 01:25:00"
2016-04-04T04:39:00-CME-001,435.0,S,,"04/04/2016, 04:39:00"
2016-04-05T06:12:00-CME-001,445.0,S,,"04/05/2016, 06:12:00"
2016-04-05T12:36:00-CME-001,100.0,S,,"04/05/2016, 12:36:00"
2016-04-06T16:24:00-CME-001,464.0,S,[{'activityID': '2016-04-10T09:00:00-IPS-001'}],"04/06/2016, 16:24:00"
2016-04-07T10:09:00-CME-001,340.0,S,,"04/07/2016, 10:09:00"
2016-04-07T23:36:00-CME-001,740.0,C,,"04/07/2016, 23:36:00"
2016-04-08T12:00:00-CME-001,417.0,S,,"04/08/2016, 12:00:00"
2016-04-08T23:13:00-CME-001,454.0,S,,"04/08/2016, 23:13:00"
2016-04-09T13:36:00-CME-001,311.0,S,[{'activityID': '2016-04-09T12:08:00-FLR-001'}],"04/09/2016, 13:36:00"
2016-04-09T20:30:00-CME-001,263.0,S,,"04/09/2016, 20:30:00"
2016-04-10T07:12:00-CME-001,352.0,S,[{'activityID': '2016-04-14T06:50:00-IPS-001'}],"04/10/2016, 07:12:00"
2016-04-10T11:00:00-CME-001,521.0,C,[{'activityID': '2016-04-14T06:50:00-IPS-001'}],"04/10/2016, 11:00:00"
2016-04-11T09:24:00-CME-001,369.0,S,,"04/11/2016, 09:24:00"
2016-04-12T02:24:00-CME-001,380.0,S,[{'activityID': '2016-04-15T01:30:00-IPS-001'}],"04/12/2016, 02:24:00"
2016-04-13T18:24:00-CME-001,309.0,S,,"04/13/2016, 18:24:00"
2016-04-14T11:36:00-CME-001,193.0,S,,"04/14/2016, 11:36:00"
2016-04-15T15:24:00-CME-001,328.0,S,,"04/15/2016, 15:24:00"
2016-04-16T10:24:00-CME-001,369.0,S,,"04/16/2016, 10:24:00"
2016-04-16T21:54:00-CME-001,254.0,S,,"04/16/2016, 21:54:00"
2016-04-18T00:36:00-CME-001,689.0,C,[{'activityID': '2016-04-18T00:14:00-FLR-001'}],"04/18/2016, 00:36:00"
2016-04-19T09:36:00-CME-001,328.0,S,,"04/19/2016, 09:36:00"
2016-04-21T00:09:00-CME-001,283.0,S,,"04/21/2016, 00:09:00"
2016-04-24T04:24:00-CME-001,510.0,C,,"04/24/2016, 04:24:00"
2016-04-24T14:00:00-CME-001,231.0,S,,"04/24/2016, 14:00:00"
2016-04-24T23:36:00-CME-001,276.0,S,[{'activityID': '2016-04-27T09:00:00-IPS-001'}],"04/24/2016, 23:36:00"
2016-04-25T05:12:00-CME-001,695.0,C,[{'activityID': '2016-04-27T09:00:00-IPS-001'}],"04/25/2016, 05:12:00"
2016-04-25T14:12:00-CME-001,450.0,S,,"04/25/2016, 14:12:00"
2016-04-26T17:48:00-CME-001,379.0,S,,"04/26/2016, 17:48:00"
2016-04-27T05:00:00-CME-001,485.0,S,,"04/27/2016, 05:00:00"
2016-04-28T02:12:00-CME-001,257.0,S,,"04/28/2016, 02:12:00"
2016-04-28T06:36:00-CME-001,347.0,S,,"04/28/2016, 06:36:00"
2016-04-28T07:24:00-CME-001,289.0,S,,"04/28/2016, 07:24:00"
2016-04-29T05:00:00-CME-001,362.0,S,,"04/29/2016, 05:00:00"
2016-04-30T08:24:00-CME-001,589.0,C,[{'activityID': '2016-05-04T06:00:00-IPS-001'}],"04/30/2016, 08:24:00"
2016-04-30T17:48:00-CME-001,338.0,S,,"04/30/2016, 17:48:00"
2016-05-01T06:24:00-CME-001,596.0,C,,"05/01/2016, 06:24:00"
2016-05-02T09:12:00-CME-001,386.0,S,[{'activityID': '2016-05-06T15:48:00-IPS-001'}],"05/02/2016, 09:12:00"
2016-05-03T20:48:00-CME-001,280.0,S,,"05/03/2016, 20:48:00"
2016-05-04T13:41:00-CME-001,412.0,S,,"05/04/2016, 13:41:00"
2016-05-07T13:48:00-CME-001,222.0,S,,"05/07/2016, 13:48:00"
2016-05-07T14:24:00-CME-001,194.0,S,,"05/07/2016, 14:24:00"
2016-05-07T16:48:00-CME-001,342.0,S,,"05/07/2016, 16:48:00"
2016-05-09T23:09:00-CME-001,414.0,S,,"05/09/2016, 23:09:00"
2016-05-10T09:00:00-CME-001,214.0,S,,"05/10/2016, 09:00:00"
2016-05-10T21:17:00-CME-001,674.0,C,,"05/10/2016, 21:17:00"
2016-05-11T03:24:00-CME-001,700.0,C,,"05/11/2016, 03:24:00"
2016-05-11T11:24:00-CME-001,688.0,C,,"05/11/2016, 11:24:00"
2016-05-11T11:48:00-CME-001,390.0,S,,"05/11/2016, 11:48:00"
2016-05-12T14:24:00-CME-001,311.0,S,,"05/12/2016, 14:24:00"
2016-05-13T15:18:00-CME-001,281.0,S,,"05/13/2016, 15:18:00"
2016-05-13T23:12:00-CME-001,309.0,S,,"05/13/2016, 23:12:00"
2016-05-14T03:12:00-CME-001,535.0,C,,"05/14/2016, 03:12:00"
2016-05-15T15:36:00-CME-001,1198.0,O,,"05/15/2016, 15:36:00"
2016-05-16T07:39:00-CME-001,418.0,S,,"05/16/2016, 07:39:00"
2016-05-16T22:36:00-CME-001,366.0,S,,"05/16/2016, 22:36:00"
2016-05-19T17:00:00-CME-001,550.0,C,,"05/19/2016, 17:00:00"
2016-05-26T16:12:00-CME-001,434.0,S,,"05/26/2016, 16:12:00"
2016-05-27T10:00:00-CME-001,271.0,S,,"05/27/2016, 10:00:00"
2016-05-27T23:48:00-CME-001,309.0,S,,"05/27/2016, 23:48:00"
2016-05-29T01:12:00-CME-001,280.0,S,,"05/29/2016, 01:12:00"
2016-05-29T03:36:00-CME-001,189.0,S,,"05/29/2016, 03:36:00"
2016-05-29T09:24:00-CME-001,510.0,C,,"05/29/2016, 09:24:00"
2016-05-30T16:00:00-CME-001,450.0,S,,"05/30/2016, 16:00:00"
2016-05-30T23:12:00-CME-001,103.0,S,,"05/30/2016, 23:12:00"
2016-05-31T17:09:00-CME-001,514.0,C,,"05/31/2016, 17:09:00"
2016-05-31T19:09:00-CME-001,295.0,S,,"05/31/2016, 19:09:00"
2016-06-01T01:54:00-CME-001,193.0,S,,"06/01/2016, 01:54:00"
2016-06-02T16:24:00-CME-001,386.0,S,,"06/02/2016, 16:24:00"
2016-06-03T04:12:00-CME-001,340.0,S,,"06/03/2016, 04:12:00"
2016-06-03T06:54:00-CME-001,300.0,S,,"06/03/2016, 06:54:00"
2016-06-06T07:12:00-CME-001,333.0,S,,"06/06/2016, 07:12:00"
2016-06-07T08:54:00-CME-001,243.0,S,,"06/07/2016, 08:54:00"
2016-06-09T01:48:00-CME-001,531.0,C,,"06/09/2016, 01:48:00"
2016-06-10T19:25:00-CME-001,271.0,S,,"06/10/2016, 19:25:00"
2016-06-11T23:24:00-CME-001,106.0,S,,"06/11/2016, 23:24:00"
2016-06-12T16:09:00-CME-001,187.0,S,,"06/12/2016, 16:09:00"
2016-06-14T08:36:00-CME-001,370.0,S,,"06/14/2016, 08:36:00"
2016-06-14T13:25:00-CME-001,540.0,C,,"06/14/2016, 13:25:00"
2016-06-16T02:24:00-CME-001,309.0,S,,"06/16/2016, 02:24:00"
2016-06-16T02:36:00-CME-001,516.0,C,,"06/16/2016, 02:36:00"
2016-06-16T07:48:00-CME-001,484.0,S,[{'activityID': '2016-06-20T13:00:00-IPS-001'}],"06/16/2016, 07:48:00"
2016-06-17T06:39:00-CME-001,235.0,S,,"06/17/2016, 06:39:00"
2016-06-19T23:36:00-CME-001,482.0,S,,"06/19/2016, 23:36:00"
2016-06-20T02:54:00-CME-001,434.0,S,,"06/20/2016, 02:54:00"
2016-06-20T08:00:00-CME-001,450.0,S,,"06/20/2016, 08:00:00"
2016-06-20T16:54:00-CME-001,560.0,C,,"06/20/2016, 16:54:00"
2016-06-21T05:12:00-CME-001,365.0,S,,"06/21/2016, 05:12:00"
2016-06-22T03:12:00-CME-001,350.0,S,,"06/22/2016, 03:12:00"
2016-06-23T03:00:00-CME-001,294.0,S,,"06/23/2016, 03:00:00"
2016-06-23T05:00:00-CME-001,250.0,S,,"06/23/2016, 05:00:00"
2016-06-25T03:12:00-CME-001,550.0,C,,"06/25/2016, 03:12:00"
2016-06-27T10:24:00-CME-001,440.0,S,[{'activityID': '2016-06-27T09:42:00-FLR-001'}],"06/27/2016, 10:24:00"
2016-06-28T12:24:00-CME-001,677.0,C,,"06/28/2016, 12:24:00"
2016-06-28T17:36:00-CME-001,426.0,S,,"06/28/2016, 17:36:00"
2016-06-29T23:24:00-CME-001,289.0,S,,"06/29/2016, 23:24:00"
2016-06-30T01:36:00-CME-001,540.0,C,,"06/30/2016, 01:36:00"
2016-06-30T03:48:00-CME-001,643.0,C,,"06/30/2016, 03:48:00"
2016-06-30T16:54:00-CME-001,572.0,C,,"06/30/2016, 16:54:00"
2016-07-01T00:48:00-CME-001,158.0,S,,"07/01/2016, 00:48:00"
2016-07-05T02:09:00-CME-001,315.0,S,,"07/05/2016, 02:09:00"
2016-07-05T21:17:00-CME-002,,NA,,"07/05/2016, 21:17:00"
2016-07-05T21:17:00-CME-001,550.0,C,,"07/05/2016, 21:17:00"
2016-07-06T06:36:00-CME-001,620.0,C,,"07/06/2016, 06:36:00"
2016-07-07T03:54:00-CME-001,328.0,S,,"07/07/2016, 03:54:00"
2016-07-10T00:53:00-CME-001,444.0,S,[{'activityID': '2016-07-10T00:53:00-FLR-001'}],"07/10/2016, 00:53:00"
2016-07-12T02:00:00-CME-001,479.0,S,,"07/12/2016, 02:00:00"
2016-07-13T19:09:00-CME-001,550.0,C,,"07/13/2016, 19:09:00"
2016-07-15T13:36:00-CME-001,539.0,C,,"07/15/2016, 13:36:00"
2016-07-16T07:42:00-CME-001,415.0,S,,"07/16/2016, 07:42:00"
2016-07-17T11:24:00-CME-001,386.0,S,,"07/17/2016, 11:24:00"
2016-07-17T12:48:00-CME-001,584.0,C,[{'activityID': '2016-07-19T23:05:00-IPS-001'}],"07/17/2016, 12:48:00"
2016-07-20T17:12:00-CME-001,355.0,S,,"07/20/2016, 17:12:00"
2016-07-20T23:12:00-CME-001,462.0,S,,"07/20/2016, 23:12:00"
2016-07-21T00:36:00-CME-001,450.0,S,,"07/21/2016, 00:36:00"
2016-07-21T01:25:00-CME-001,558.0,C,,"07/21/2016, 01:25:00"
2016-07-22T02:48:00-CME-001,714.0,C,,"07/22/2016, 02:48:00"
2016-07-22T22:18:00-CME-001,212.0,S,,"07/22/2016, 22:18:00"
2016-07-23T05:24:00-CME-001,740.0,C,"[{'activityID': '2016-07-23T05:00:00-FLR-001'}, {'activityID': '2016-07-23T05:27:00-FLR-001'}]","07/23/2016, 05:24:00"
2016-07-25T01:25:00-CME-001,500.0,C,,"07/25/2016, 01:25:00"
2016-07-26T07:24:00-CME-001,383.0,S,,"07/26/2016, 07:24:00"
2016-07-28T22:24:00-CME-001,350.0,S,[{'activityID': '2016-08-02T04:18:00-IPS-001'}],"07/28/2016, 22:24:00"
2016-07-30T17:48:00-CME-001,525.0,C,,"07/30/2016, 17:48:00"
2016-07-31T19:00:00-CME-001,354.0,S,,"07/31/2016, 19:00:00"
2016-08-03T18:12:00-CME-001,254.0,S,,"08/03/2016, 18:12:00"
2016-08-04T08:06:00-CME-001,320.0,S,,"08/04/2016, 08:06:00"
2016-08-06T03:24:00-CME-001,550.0,C,,"08/06/2016, 03:24:00"
2016-08-08T11:39:00-CME-001,247.0,S,,"08/08/2016, 11:39:00"
2016-08-08T21:17:00-CME-001,710.0,C,,"08/08/2016, 21:17:00"
2016-08-09T02:36:00-CME-001,141.0,S,,"08/09/2016, 02:36:00"
2016-08-10T03:54:00-CME-001,445.0,S,,"08/10/2016, 03:54:00"
2016-08-11T17:24:00-CME-001,364.0,S,,"08/11/2016, 17:24:00"
2016-08-12T16:36:00-CME-001,158.0,S,,"08/12/2016, 16:36:00"
2016-08-12T19:09:00-CME-001,505.0,C,,"08/12/2016, 19:09:00"
2016-08-13T18:24:00-CME-001,382.0,S,,"08/13/2016, 18:24:00"
2016-08-14T20:00:00-CME-001,231.0,S,,"08/14/2016, 20:00:00"
2016-08-15T17:36:00-CME-001,750.0,C,,"08/15/2016, 17:36:00"
2016-08-22T00:48:00-CME-001,231.0,S,,"08/22/2016, 00:48:00"
2016-08-28T10:12:00-CME-001,173.0,S,,"08/28/2016, 10:12:00"
2016-08-29T06:48:00-CME-001,251.0,S,,"08/29/2016, 06:48:00"
2016-08-29T23:12:00-CME-001,375.0,S,,"08/29/2016, 23:12:00"
2016-08-30T03:12:00-CME-001,585.0,C,,"08/30/2016, 03:12:00"
2016-08-30T08:24:00-CME-001,240.0,S,,"08/30/2016, 08:24:00"
2016-08-30T19:00:00-CME-001,212.0,S,,"08/30/2016, 19:00:00"
2016-09-02T06:18:00-CME-001,218.0,S,,"09/02/2016, 06:18:00"
2016-09-03T12:12:00-CME-001,108.0,S,,"09/03/2016, 12:12:00"
2016-09-04T13:25:00-CME-001,216.0,S,,"09/04/2016, 13:25:00"
2016-09-06T06:24:00-CME-001,539.0,C,,"09/06/2016, 06:24:00"
2016-09-06T08:54:00-CME-001,674.0,C,,"09/06/2016, 08:54:00"
2016-09-06T23:30:00-CME-001,317.0,S,,"09/06/2016, 23:30:00"
2016-09-11T08:12:00-CME-001,597.0,C,,"09/11/2016, 08:12:00"
2016-09-14T23:36:00-CME-001,722.0,C,[{'activityID': '2016-09-17T14:00:00-IPS-001'}],"09/14/2016, 23:36:00"
2016-09-16T13:36:00-CME-001,324.0,S,,"09/16/2016, 13:36:00"
2016-09-16T15:36:00-CME-001,301.0,S,,"09/16/2016, 15:36:00"
2016-09-17T03:36:00-CME-001,300.0,S,,"09/17/2016, 03:36:00"
2016-09-17T12:18:00-CME-001,436.0,S,,"09/17/2016, 12:18:00"
2016-09-17T14:12:00-CME-001,148.0,S,,"09/17/2016, 14:12:00"
2016-09-18T06:12:00-CME-001,393.0,S,,"09/18/2016, 06:12:00"
2016-09-18T07:36:00-CME-001,221.0,S,,"09/18/2016, 07:36:00"
2016-09-19T09:00:00-CME-001,183.0,S,,"09/19/2016, 09:00:00"
2016-09-22T11:12:00-CME-001,398.0,S,,"09/22/2016, 11:12:00"
2016-09-22T18:00:00-CME-001,414.0,S,,"09/22/2016, 18:00:00"
2016-09-23T01:36:00-CME-001,268.0,S,,"09/23/2016, 01:36:00"
2016-09-25T10:36:00-CME-001,469.0,S,,"09/25/2016, 10:36:00"
2016-09-27T00:12:00-CME-001,307.0,S,,"09/27/2016, 00:12:00"
2016-09-27T08:00:00-CME-001,348.0,S,,"09/27/2016, 08:00:00"
2016-09-28T06:12:00-CME-001,270.0,S,,"09/28/2016, 06:12:00"
2016-09-29T20:36:00-CME-001,380.0,S,,"09/29/2016, 20:36:00"
2016-10-01T03:09:00-CME-001,535.0,C,"[{'activityID': '2016-09-27T16:50:00-RBE-001'}, {'activityID': '2016-10-04T11:30:00-IPS-001'}, {'activityID': '2016-10-06T16:45:00-RBE-001'}]","10/01/2016, 03:09:00"
2016-10-01T14:24:00-CME-001,524.0,C,,"10/01/2016, 14:24:00"
2016-10-01T14:36:00-CME-001,294.0,S,,"10/01/2016, 14:36:00"
2016-10-04T07:09:00-CME-001,263.0,S,,"10/04/2016, 07:09:00"
2016-10-05T11:12:00-CME-001,517.0,C,,"10/05/2016, 11:12:00"
2016-10-07T09:36:00-CME-001,170.0,S,,"10/07/2016, 09:36:00"
2016-10-08T21:09:00-CME-001,243.0,S,"[{'activityID': '2016-10-12T21:21:00-IPS-001'}, {'activityID': '2016-10-13T15:00:00-GST-001'}]","10/08/2016, 21:09:00"
2016-10-10T09:12:00-CME-001,450.0,S,,"10/10/2016, 09:12:00"
2016-10-11T03:36:00-CME-001,320.0,S,[{'activityID': '2016-10-15T00:00:00-IPS-001'}],"10/11/2016, 03:36:00"
2016-10-11T18:48:00-CME-001,181.0,S,,"10/11/2016, 18:48:00"
2016-10-13T06:24:00-CME-001,339.0,S,,"10/13/2016, 06:24:00"
2016-10-14T10:12:00-CME-001,386.0,S,,"10/14/2016, 10:12:00"
2016-10-14T16:48:00-CME-001,621.0,C,,"10/14/2016, 16:48:00"
2016-10-17T01:25:00-CME-001,275.0,S,,"10/17/2016, 01:25:00"
2016-10-17T23:09:00-CME-001,293.0,S,,"10/17/2016, 23:09:00"
2016-10-20T14:36:00-CME-001,386.0,S,,"10/20/2016, 14:36:00"
2016-10-22T17:24:00-CME-001,317.0,S,,"10/22/2016, 17:24:00"
2016-10-23T12:12:00-CME-001,202.0,S,,"10/23/2016, 12:12:00"
2016-10-23T20:48:00-CME-001,264.0,S,,"10/23/2016, 20:48:00"
2016-10-24T00:36:00-CME-001,462.0,S,,"10/24/2016, 00:36:00"
2016-10-24T21:24:00-CME-001,280.0,S,,"10/24/2016, 21:24:00"
2016-10-24T23:56:00-CME-001,400.0,S,,"10/24/2016, 23:56:00"
2016-10-25T19:12:00-CME-001,560.0,C,[{'activityID': '2016-10-29T03:00:00-IPS-001'}],"10/25/2016, 19:12:00"
2016-10-26T05:36:00-CME-001,353.0,S,,"10/26/2016, 05:36:00"
2016-10-26T07:24:00-CME-001,302.0,S,,"10/26/2016, 07:24:00"
2016-10-26T10:36:00-CME-001,246.0,S,,"10/26/2016, 10:36:00"
2016-10-29T09:12:00-CME-001,302.0,S,,"10/29/2016, 09:12:00"
2016-10-29T23:24:00-CME-001,493.0,S,,"10/29/2016, 23:24:00"
2016-10-30T10:24:00-CME-001,187.0,S,,"10/30/2016, 10:24:00"
2016-10-30T10:36:00-CME-001,183.0,S,,"10/30/2016, 10:36:00"
2016-10-30T23:48:00-CME-001,336.0,S,,"10/30/2016, 23:48:00"
2016-11-01T14:00:00-CME-001,220.0,S,,"11/01/2016, 14:00:00"
